M860A          MODECRAFT FASHIONS            ACCOUNTS PAYABLE DEPT.        1830 ROUTE 130N               BURLINGTON       NJ08016    0053092470122104  34800.00  12N/10 EOM + 60                 801773301      
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2108092652122104    116.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2107092653122104     58.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2061092654122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2766092655122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2066092656122104    174.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1387092657122104    119.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2419092658122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2435092659122104     83.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2405092660122104     88.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2239092661122104     80.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2246092662122104    102.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2234092663122104     70.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2526092664122104    103.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2533092665122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2548092666122104    180.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2553092667122104     69.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2764092668122104     65.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2859092669122104     81.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2864092670122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2809092671122104    118.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2810092672122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2815092673122104     77.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2885092674122104    165.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2331092675122104     91.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2336092676122104     86.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2081092677122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2437092678122104     93.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2404092679122104    102.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2257092680122104     88.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2963092681122104     80.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2965092682122104    102.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2838092683122104    149.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2842092684122104     39.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2844092685122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2854092686122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2821092687122104    109.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2825092688122104    112.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2340092689122104     93.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2444092690122104    130.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2452092691122104    148.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2457092692122104    112.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2795092693122104    109.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2892092694122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2893092695122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2799092696122104    120.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2886092697122104    171.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2888092698122104    111.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2827092699122104    102.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2837092700122104    125.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2855092701122104     95.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2554092702122104    130.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2564092703122104    100.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2569092704122104    104.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2571092705122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2575092706122104    106.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2604092707122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2609092708122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2921092709122104    133.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2768092710122104    126.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2772092711122104     96.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2767092712122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2937092713122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2938092714122104    103.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2962092715122104    126.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2908092716122104    124.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3224092717122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3225092718122104    149.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3226092719122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3251092720122104     56.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2894092721122104     56.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2897092722122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2889092723122104     97.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2678092724122104    174.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2680092725122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2649092726122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2706092727122104    135.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2694092728122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3568092729122104     80.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5296092730122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5298092731122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5325092732122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2862092733122104     56.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2861092734122104    109.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2860092735122104    111.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2913092736122104    111.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2922092737122104     81.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2793092738122104    134.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2791092739122104     62.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2792092740122104     69.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2903092741122104    119.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3216092742122104     96.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3228092743122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3230092744122104     57.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3231092745122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3232092746122104     73.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2884092747122104    128.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2883092748122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2881092749122104    132.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1977092750122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1987092751122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1976092752122104    107.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2753092753122104     38.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5326092754122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5341092755122104     78.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2906092756122104    116.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3524092757122104     88.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1345092758122104    133.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1742092759122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1753092760122104    140.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0366092761122104     70.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0371092762122104    126.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0051092763122104    143.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0062092764122104    132.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0390092765122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3516092766122104     86.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2754092767122104    151.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2760092768122104    119.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2777092769122104    158.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2780092770122104     77.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2782092771122104     93.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2751092772122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2786092773122104     77.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2787092774122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3286092775122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3289092776122104     62.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3291092777122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5435092778122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5445092779122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3535092780122104     78.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3541092781122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3561092782122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5338092783122104     95.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3254092784122104     78.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2959092785122104     79.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3463092786122104    101.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3461092787122104    108.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3331092788122104    137.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1837092789122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1831092790122104    126.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1830092791122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5142092792122104    105.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5157092793122104     38.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5159092794122104     79.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5160092795122104    114.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5216092796122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1744092797122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1749092798122104    111.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1864092799122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1891092800122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1782092801122104    152.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1778092802122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1796092803122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1800092804122104    140.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1776092805122104     95.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3267092806122104     88.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3270092807122104    151.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3279092808122104     86.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3281092809122104     93.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3282092810122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5165092811122104     56.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5167092812122104     69.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5168092813122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2939092814122104    141.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2947092815122104     80.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2957092816122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2958092817122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3583092818122104    109.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5022092819122104    126.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5055092820122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3208092821122104    108.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3205092822122104    140.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5123092823122104     79.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1835092824122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1817092825122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1810092826122104    105.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1956092827122104     38.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3201092828122104     96.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2928092829122104     81.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2925092830122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2923092831122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3488092832122104     38.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2933092833122104    108.50   6N/60                          4851214745     
